Date,Team,Block,Plot,Treatment,Seed_Source,Plant_Number,Species_Code,Group_Number,Height_cm,Width_cm,Notes,AliveMissingDead,Number_Flowers,Veg_State,Flowering,DripRow,BufferZone,Survey_Season,PositionID,Replaced
2020-02-29,"S.K, T.D",1,2,ambient,Mesic,46,ENCCAL,4,81,13,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1118,Not Replaced
2020-02-29,"S.K, T.D",1,2,ambient,Mesic,51,ARTCAL,4,25,25,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1123,Not Replaced
2020-02-29,"S.K, T.D",1,2,ambient,Mesic,55,ENCCAL,3,43,7,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1127,Not Replaced
2020-02-29,"S.K, T.D",1,2,ambient,Mesic,57,ERIFAS,4,10,15,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1129,Not Replaced
2020-02-29,"S.K, T.D",1,2,ambient,Mesic,58,SALMEL,4,14,11,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1130,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,15,SALMEL,1,6.5,6,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1159,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,17,ENCCAL,2,67,29,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1161,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,22,ENCCAL,2,50.5,22,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1166,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,31,ENCCAL,3,64,19,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1175,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,34,SALMEL,2,3,3,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1178,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,41,ENCCAL,2,76,12,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1185,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,43,ARTCAL,1,22,20,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1187,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,44,SALMEL,1,5,5,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1188,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,45,ENCCAL,2,56,11,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1189,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,52,ENCCAL,4,33,9,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1196,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,54,SALMEL,2,13.5,9,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1198,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,55,ENCCAL,3,34,12,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1199,Not Replaced
2020-02-29,M.P.,1,5,ambient,Xeric,58,ARTCAL,2,12,13,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1202,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,16,ENCCAL,2,64,14,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1232,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,17,ARTCAL,4,44.5,22,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1233,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,18,SALMEL,2,4.5,4.5,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1234,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,19,ENCCAL,1,35.5,12,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1235,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,21,SALMEL,2,5.5,8,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1237,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,22,ARTCAL,4,23,38,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1238,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,27,ARTCAL,4,38,25,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1243,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,28,SALMEL,1,4,5,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1244,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,30,ENCCAL,1,35,13.5,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1246,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,31,ARTCAL,3,53,29,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1247,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,33,ENCCAL,4,59,14,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1249,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,40,ENCCAL,3,49,15,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1256,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,42,ARTCAL,1,10.5,14,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1258,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,44,ENCCAL,2,35,12,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1260,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,46,SALMEL,1,10,6,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1262,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,51,ARTCAL,3,37,39,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1267,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,53,ERIFAS,4,20,4,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1269,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,54,ENCCAL,2,43.5,14,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1270,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,55,SALMEL,3,28,13.5,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1271,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,56,ARTCAL,3,32,42,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1272,Not Replaced
2020-02-29,"M.P., S.K.",1,6,irrigation,Mesic,58,ENCCAL,4,35,8,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1274,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,15,SALMEL,4,3.5,1.5,regrowth,A,NA,NA,Not Flowering,0,0,Spr2020,1303,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,16,ARTCAL,3,48,20,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1304,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,17,ENCCAL,4,56,9,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1305,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,19,SALMEL,4,22,16,little dry,A,NA,NA,Not Flowering,0,0,Spr2020,1307,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,20,ARTCAL,2,23,47,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1308,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,21,ERIFAS,3,13,9.5,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1309,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,22,ENCCAL,3,37,10,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1310,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,27,ERIFAS,2,16,5,Red (1/2),A,NA,NA,Not Flowering,0,0,Spr2020,1315,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,28,ENCCAL,4,29,15,Dead leafs,D,NA,NA,Not Flowering,0,0,Spr2020,1316,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,29,SALMEL,3,18,12,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1317,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,30,ARTCAL,4,46,30,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1318,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,31,ENCCAL,3,42,11,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1319,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,32,ERIFAS,4,17,11,slightly red base,A,NA,NA,Not Flowering,0,0,Spr2020,1320,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,33,ARTCAL,2,35,30.5,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1321,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,39,SALMEL,1,7,6,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1327,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,40,ARTCAL,2,34,7,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1328,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,41,ERIFAS,2,4.5,3.5,Little Red,A,NA,NA,Not Flowering,0,0,Spr2020,1329,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,42,ENCCAL,3,40,11,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1330,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,43,ARTCAL,3,68,28,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1331,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,44,SALMEL,4,7.5,7.5,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1332,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,45,ENCCAL,1,46,14,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1333,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,46,ERIFAS,4,27,30,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1334,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,51,ERIFAS,3,16,6,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1339,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,52,ENCCAL,1,62,115,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1340,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,53,ARTCAL,4,43,15,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1341,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,54,SALMEL,4,11,5,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1342,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,55,ENCCAL,2,44,12,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1343,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,56,ERIFAS,2,32,36,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1344,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,57,SALMEL,2,2,3,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1345,Not Replaced
2020-02-29,"S.S., H.W.",1,7,exclusion,Mesic,58,ARTCAL,1,38,51,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1346,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,16,ENCCAL,4,50,12,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1376,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,17,ARTCAL,2,20.5,23,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1377,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,19,ENCCAL,3,41,13,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1379,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,21,SALMEL,4,19.5,10,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1381,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,22,ARTCAL,1,15,13,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1382,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,27,SALMEL,2,21,18,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1387,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,28,ARTCAL,4,14.5,22,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1388,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,30,ENCCAL,2,77,30,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1390,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,32,SALMEL,3,32,10,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1392,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,33,ENCCAL,4,51.5,19,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1393,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,39,ENCCAL,3,37,12,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1399,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,44,ENCCAL,2,50,15,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1404,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,45,ARTCAL,2,22,21,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1405,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,46,SALMEL,4,5.5,7,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1406,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,51,SALMEL,2,26,15,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1411,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,52,ARTCAL,2,16,7,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1412,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,53,ENCCAL,1,38,12,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1413,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,55,SALMEL,1,23.5,10,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1415,Not Replaced
2020-02-29,"S.K., M.P.",1,9,irrigation,Xeric,58,ENCCAL,1,54,13,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1418,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,1,exclusion,Xeric,15,ENCCAL,3,58,10,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1447,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,1,exclusion,Xeric,16,ARTCAL,3,49,18,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1448,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,1,exclusion,Xeric,17,ERIFAS,2,39,20,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1449,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,1,exclusion,Xeric,22,ERIFAS,3,34,33,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1454,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,1,exclusion,Xeric,27,ERIFAS,3,9,7,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1459,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,1,exclusion,Xeric,34,ENCCAL,2,40,9,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1466,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,1,exclusion,Xeric,39,ARTCAL,4,22,17,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1471,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,1,exclusion,Xeric,40,ENCCAL,2,49,22,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1472,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,1,exclusion,Xeric,43,ARTCAL,3,36,20,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1475,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,1,exclusion,Xeric,45,ERIFAS,4,15,12,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1477,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,1,exclusion,Xeric,46,SALMEL,1,3,3,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1478,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,1,exclusion,Xeric,53,SALMEL,1,6,4,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1485,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,15,ERIFAS,1,24,26,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1519,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,17,ENCCAL,3,42,11,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1521,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,21,SALMEL,2,13,9,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1525,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,22,ENCCAL,4,66,34,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1526,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,27,SALMEL,4,16,12,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1531,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,28,ENCCAL,2,57,13,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1532,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,29,ARTCAL,1,54,51,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1533,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,31,ENCCAL,3,77,11,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1535,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,40,ARTCAL,3,40,29,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1544,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,42,ENCCAL,4,76,20,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1546,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,44,ERIFAS,4,36,26,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1548,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,45,ENCCAL,3,52,10,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1549,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,51,ENCCAL,3,58,13,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1555,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,52,SALMEL,4,17,10,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1556,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,53,ARTCAL,2,38,16,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1557,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,54,ERIFAS,4,3,6,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1558,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,55,SALMEL,3,31,18,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1559,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,56,ENCCAL,1,31,20,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1560,Not Replaced
2020-03-16,"KS, PT, MP, JC",2,2,ambient,Mesic,58,ERIFAS,4,14,3,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1562,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,5,ambient,Xeric,15,ENCCAL,4,51,10,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1591,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,5,ambient,Xeric,20,ENCCAL,4,42,15,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1596,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,5,ambient,Xeric,29,ENCCAL,4,45,10,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1605,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,5,ambient,Xeric,40,ARTCAL,2,24,25,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1616,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,5,ambient,Xeric,56,SALMEL,2,23,13,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1632,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,6,irrigation,Mesic,18,ENCCAL,3,61,10,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1666,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,6,irrigation,Mesic,21,ENCCAL,4,63,37,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1669,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,6,irrigation,Mesic,22,ARTCAL,2,58,59,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1670,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,6,irrigation,Mesic,28,ENCCAL,3,77,13,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1676,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,6,irrigation,Mesic,44,SALMEL,4,22,18,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1692,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,6,irrigation,Mesic,46,ENCCAL,3,41,16,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1694,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,7,exclusion,Mesic,16,ENCCAL,2,71,17,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1736,Not Replaced
2020-03-17,"KS, PT, MP, JC",2,7,exclusion,Mesic,17,ARTCAL,4,54,61,NA,A,NA,NA,Not Flowering,0,0,Spr2020,1737,Not Replaced
